a,1. primeira letra do alfabeto,2. um; uma
accessible,1. acessível; alcançável; atingível,2. impressionável; sensível
accession,1. aquisição; presa
accessory,1. acessório; anexo,2. secundário
accidence,acaso; azar; casualidade
accident,acidente; sinistro
accidental,acidental; fortuito
accidentally,acidentalmente
accidently,acidentalmente; de forma acidental
acclaim,1. aplauso; aclamação; ovação,2. aclamar; ovacionar; aplaudir; bater palmas,3. aprovar; louvar
acclamation,aclamação; ovação; aplauso
acclimatize,aclimar; aclimatar
acclivity,declive; encosta; ladeira; rampa; vertente
accommodate,acomodar
accommodating,serviçal
accommodation,1. acomodação,2. arranjo; disposição,3. compromisso,4. aposento; habitação; morada
accomodate,1. acomodar; adaptar; ajustar; arranjar,2. acabar; encerrar; finalizar; terminar,3. hospedar,4. ajudar; auxiliar; socorrer
accomodate oneself,adaptar-se
accompaniment,acompanhamento
accompanist,acompanhante; acólito; companheiro
accompany,acompanhar; seguir
accompanying,anexado
accomplish,1. abranger; alcançar; atingir; chegar a; obter; tocar,2. efectivar; efectuar; realizar,3. cumprir; desempenhar
accomplished,1. autorizado; competente; habilitado,2. experiente; perito; versado,3. talentoso
accomplishment,conquista; façanha; feito; obra
accord,1. acordo; ajuste; concordância; conformidade; convenção,2. acordar; estar de acordo,3. estar em harmonia,4. aquiescer; consentir; permitir
accordance,acordo; ajuste; concordância; conformidade; convenção
according as,ao longo de; conforme; de acordo com; relativamente a
according to,ao longo de; conforme; de acordo com; relativamente a
accordingly,1. de acordo com,2. logo; por conseguinte; sendo assim
accordion,acordeão; harmônica; gaita; sanfona
account,1. conta,2. fatura; nota,3. informação; explicação; comunicação,4. cálculo,5. causa; motivo; razão,6. considerar; refletir,7. acreditar; crer,8. julgar; opinar; ser de opinião
account book,livro-caixa
account for,1. explicar,2. compor; constituir; estabelecer
accounting,escrituração
accoutrement,equipamento
accredit,1. acreditar,2. atribuir; conferir; imputar; julgar,3. crer
accrue,1. derivar; provir; virde,2. aumentar; avultar; crescer,3. altear; elevar-se; subir
accumulate,1. acumular; juntar em excesso,2. amontoar; empilhar; juntar,3. acumular-se; amontoar-se
accumulation,1. acumulação; amontoamento,2. acervo; acúmulo; chusma; cúmulo; montão; multidão; pilha; ruma
accumulative,acumulativo
accumulatively,acumulativamente; de forma acumulativa
accumulator,acumulador
accuracy,1. acurácia,2. exatidão; precisão
accurate,1. exato; pontual,2. certo; exacto; preciso
accurately,exatamente; de forma acurada
accusal,acusação; arguição
accusation,1. acusação; arguição,2. denúncia
accusative,acusativo
accusatory,acusatório
accuse,1. acusar; arguir; criminar; inculpar,2. delatar; denunciar,3. culpar
accused,acusado
accuser,acusador
accustom,costumar; estar habitado a; ter o costume de
accustomed,usual
ace,ás
acellular,acelular
acerbic,1. acerbo,2. adstringente,3. acre; afiado; agudo; cortante; penetrante; picante; ríspido,4. amargo; amargoso; amaro
acerbity,1. acrimônia; acuidade; agrura; agudeza,2. amargor; amargura
acetabular,acetabular
acetabulum,acetábulo
acetate,acetato
acetic acid,ácido acético; vinagre
acetone,acetona
acetous,acerbo; ácido; azedo
acetylate,acetilar
acetylation,acetilação
acetylcholine,acetilcolina
acetylcholinesterase,acetilcolinesterase
acetylene,acetilene; acetilênio; acetileno
acetylic,acetílico
ache,1. aflição; dor,2. almejar; anelar; aspirar,3. causar dor; doer,4. suspirar; ter saudades de
achievable,alcançável; conquistável; que se pode alcançar; que se pode conquistar
achieve,1. adquirir; arranjar; obter,2. abranger; alcançar; atingir; chegar a; tocar,3. efectivar; efectuar; realizar,4. fazer; formar; executar,5. cumprir; desempenhar
achievement,conquista; façanha; feito; obra
achlorhydria,acloridria
achrostic,acróstico
acid,ácido acético; vinagre
acidification,acidificação
acidifier,acidificador
acidify,1. azedar,2. azedar-se
acidity,acidez; acididade; azedume
acidness,1. acidez; acididade; azedume,2. sarcasmo
acidosis,acidose
acidotic,acidótico
acknowledge,1. admitir a veracidade de; reconhecer,2. confessar; professar,3. confirmar; homologar; ratificar
acknowledgement,1. confissão,2. recibo
acme,apogeu; ápice; climax
acne,1. acne; espinha,2. dartro
acolyte,1. adepto; partidário,2. acólito; sacristão,3. cidadão; membro; sócio
aconite,acônito
acoustic,acústico
acoustical,acústico
acoustically,acusticamente; de forma acústica
acoustics,acústica
acquaint,1. informar; noticiar; participar,2. notificar
acquaintance,1. pessoa conhecida,2. convivência
acquaintanceship,convivência
acquiescent,aquiescente; condescendente
acquire,1. adquirir; arranjar; obter,2. comprar
acquired,adquirido
acquirement,aquisição; conquista
acquisition,1. aquisição; conquista; presa,2. compra
acquisitive,ávido; cobiçoso; sedento; sequioso
acquit,absolver
acre,acre; jeira
acrid,acerbo
acrimony,acrimônia; acuidade; agrura; agudeza
acrobat,acrobata
acrobatic,acrobático
acromegalic,acromegálico
acromegaly,acromegalia
acromial,acromial
acromion,acrômio
acronym,sigla; acrografia
across,1. transversalmente,2. além de; através de; do outro lado de; para lá de
across from,contra; de fronte de; em frente de; em troca de
act,1. ato; ação,2. façanha; feito; obra,3. auto; escritura; instrumento,4. agir; obrar; proceder,5. funcionar como ator,6. atuar; produzir efeito; ser eficaz,7. fazer; formar; executar,8. influenciar
act as a middleman,corretar
act as agent,mediar
act as patron,patrocinar; proteger
act for,representar
act of grace,anistia; indultogeral
act out,efetivar; efetuar; realizar
acting,representação
actinium,actínia; actínio
actinomycosis,actinomicose
action,1. ação; atividade,2. batalha; combate; luta; peleja; pugna,3. façanha; feito; obra,4. influência,5. pleito; processo
activate,1. ativar,2. causar; produzir; ser causa de
activated,ativado
activation,ativação
activator,ativador
active,1. ativo; agencioso; diligente,2. laborioso; operoso; trabalhador
actively,ativamente
activist,ativista; militante
activity,ação; atividade
actor,ator; artista; comediante
actress,atriz
actual,1. efetivo; real; verdadeiro,2. atual; hodierno
actually,realmente; verdadeiramente; na verdade; de fato
actuary,actuário
actuate,mexer; mover
acuity,1. acrimônia; acuidade; agrura; agudeza,2. atenção
acupuncture,acupuntura
acupuncturist,acupunturista
acute,1. agudo; pontiagudo,2. forte; intensivo; intenso,3. sagaz; astuto
acutely,agudamente
ad,1. anúncio,2. reclamo; publicidade
adage,provérbio
adagio,adágio
adam,dama; senhora
adamant,resistente
adapt,1. adaptar; acomodar; ajeitar; ajustar,2. adaptar-se
adapt oneself,adaptar-se
adaptability,adaptabilidade
adaptable,adaptável; ajustável
adaptation,adaptação; ajuste
adapted,adaptado
adapter,adaptador
add,adicionar; somar; acrescentar; ajuntar
add up,1. adicionar; somar,2. totalizar
added,adicionado; somado
addendum,adendo; anexo
adder,cobra; víbora
addiction,1. vício,2. devoção,3. inclinação
addition,1. adição; soma,2. acréscimo; emenda; suplemento
additional,adicional; aditivo; suplementar; extra
additionally,adicionalmente
additive,aditivo
addled,1. podre; pútrido,2. estúpido; imbecil; tolo
address,1. endereço,2. endereçar
address list,lista de endereços
addressbook,livro de endereços
addressee,destinatário
adduct,aduzir
adduction,adução
adductor,adutor
aden,amortecer; amortizar
adenocarcinoma,adenocarcinoma
adenoid,adenóide
adenoma,adenoma
adenomyosis,adenomiose
adenopathy,adenopatia
adenosine,adenosina
adenovirus,adenovírus
adept,1. adepto; partidário,2. mestre,3. experiente; perito; versado
adequacy,1. adequação,2. suficiência
adequate,adequado; apropriado
adequately,adequadamente
adequateness,1. adequação,2. suficiência
adhere,amoldar-se; adaptar-se; conformar-se
adherence,aderência
adherent,adepto; partidário
adherents,grupo não organizado
adhesion,adesão
adhesive,adesivo
adhesive plaster,diaquilão
adhesive tape,fita adesiva
adiabatic,adiabático
adieu,adeus; atélogo
adipose,adipose; obesidade
adjacent,adjacente; apenso; contíguo; junto; próximo; vizinho
adjective,adjetivo
adjourn,adiar; procrastinar
adjournment,adiamento; demora; protelação
adjudication,veredito
adjunct,acréscimo; emenda; suplemento
adjust,acomodar; adaptar; ajeitar; ajustar; dispor
adjustable,ajustável
adjustable wrench,chave
adjustment,1. adaptação; ajuste,2. arranjo; disposição
adjutant,ajudante de ordens
administer,administrar; gerir; reger
administered,administrado
administrable,administrável; gerenciável
administrate,administrar
administration,administração
administrative,administrativo
administrator,administrador; gerente
admirable,admirável
admirably,admiravelmente; de forma admirável
admiral,almirante
admirality,almirantado
admiralship,almirantado
admiration,admiração
admire,admirar; ficar encantado com
admirer,admirador
admissibility,admissibilidade
admission,1. aceitação; acolhida; acolhimento; admissão,2. confissão
admit,1. admitir,2. aquiescer; comportar; consentir; permitir,3. confessar; professar; reconhecer
admittance,admitância
admittedly,reconhecidamente
admixture,mistura
admonish,admoestar; advertir; exortar; induzir; repreender
admonition,admoestação; repreensão
ado,barulho; ruído
adobe,adobe; adobo; tijolo cru
adolescent,adolescente
adopt,aceitar; admitir; adotar como própria
adopted,adoptivo
adoption,adopção
adoptive,adoptivo
adorable,adorável
adoration,adoração
adore,adorar; idolatrar; reverenciar
adorer,adorador
adorn,1. decorar; fazer decoração; ladear,2. adornar; ornamentar
adornment,adorno; ornamento
adrenal,adrenal
adrenaline,adrenalina
adrenergic,adrenérgico
adrenergically,adrenergicamente
adrenocorticotropic,adrenocorticotrópico
adroit,1. ágil; hábil; jeitoso,2. alerta; animado; bem disposto; vivo
adulation,adulação
adult,adulto
adulterate,1. diluir,2. falsificar
adulterer,adúltero
adulteress,adúltera
adulterous,adulterino
adultery,adultério
advance,1. avanço; progresso,2. avançar; progredir; aproximar-se; dirigir-se; acercar-se; adiantar-se; altear; elevar; ganhar terreno
advanced,avançado
advancement,progresso
advantage,benefício; vantagem
advantageous,1. vantajoso,2. favorável; propício,3. profícuo; útil
advent,advento
adventitious,1. acessório; secundário,2. acidental; fortuito
adventure,aventura
adventurer,aventureiro
adventurous,aventureiro
adverb,advérbio
adverbial,advérbial
adversary,adversário; inimigo
adverse,daninho; nocivo
adversity,adversidade
advert,1. atender; fixar a atenção em; prestar a atenção,2. reclamo; publicidade
advertence,advertência
advertency,advertência
advertise,1. anunciar; noticiar; notificar,2. fazer propaganda de,3. fazer reclamo de
advertisement,1. anúncio,2. reclamo; publicidade
advice,conselho
advisable,aconselhável
advise,1. anunciar; avisar; comunicar,2. aconselhar; persuadir
advocate,advogado
adze,enxó
aegis,égide
aeon,éon
aerate,1. arejar; ventilar,2. abanar
aerial,1. aéreo,2. antena
aerobatics,acrobacias aéreas
aerobic,aeróbico
aerobically,aerobicamente
aerodrome,aeródromo; aeroporto
aerodynamic,aerodinâmico
aerodynamically,aerodinamicamente; de forma aerodinâmica
aerogramme,aerograma
aerolite,aerólito
aeronaut,aeronauta
aeronautic,aeronáutico
aeronautical,relativo à aviação
aeronautics,1. aeronáutica,2. aviação
aeroplane,aeroplano; avião
aerosol,aerossol
aesthete,esteta
aesthetic,estético
aesthetically,esteticamente
aesthetics,estética
aetiology,etiologia
afaik,até onde eu sei; até o quanto que eu sei
afebrile,afebril
affable,afável; amável; bondoso; gentil; lhano
affair,1. assunto; caso; causa; coisa; negócio; questão
affect,afetar; influenciar
affectation,1. afetação; fingimento,2. ação de afectar; ação de fingir
affected,afetado
affecting,comovente; enternecedor
affection,1. abalo; afecção; choque; comoção; impressão moral,2. amor; afeição; carinho; ternura
affectionate,1. que ama,2. dedicado
affiliate,1. filial; sucursal,2. afiliar-se; tornar-se membro de um grupo
affiliation,1. filial; sucursal,2. parentesco
affined,aparentado
affinity,1. afinidade,2. parentesco
affirm,1. afirmar; assegurar; confirmar,2. dizer sim; responder que sim
affirmation,afirmação
affirmative,1. afirmativa,2. afirmativo
affix,1. afixo,2. aprazar; cravar; determinar; fixar
afflict,acabrunhar; afligir; angustiar
affliction,aflição; agonia; pesar
affluence,riqueza
affluent,rico
afford,1. aquiescer; consentir; permitir,2. se permitir; poder
affordable,possível financeiramente; pagável
afire,ardente
aflame,ardente
afoot,1. a pé,2. em execução; em progresso,3. andando
aforementioned,previamente citado; acima mencionado; supracitado
afraid,tímido; timorato
afresh,de novo; novamente; outra vez
after,1. após; depois de; depois que,2. atrás de; detrás de; por trás de
afterlife,vida após a morte
afterload,pós-carga
afternoon,tarde
afterthought,reconsideração; reflexão após um ato
afterwards,depois; atrás; em seguida
again,de novo; novamente; outra vez
against,contra; de fronte de; em frente de; em troca de
agape,ágape
agar,ágar-ágar
agate,ágata
agave,agave; pita; piteira
age,provérbio
aged,idoso
agency,agência
agenda,1. agenda; canhenho; memento; ritual,2. ordem do dia
agent,mediar
agglomerate,1. aglomerado,2. aglomerar
agglomeration,aglomeração
agglutinable,aglutinável
agglutinate,aglutinar
agglutination,aglutinação
agglutinin,aglutinina
aggrandize,aumentar
aggravate,agravar
aggravation,agravamento
aggregate,agregar; aglomerar
aggregation,agregação; aglomeração
aggression,1. agressão,2. crise; ataque
aggressive,agressivo; ofensivo
aggressively,agresivamente
aggressiveness,agressividade
aggressor,agressor; assaltante; atacante
aggro,agressão
agile,1. ágil; lépido; lesto,2. alerta; animado; bem disposto; vivo
agility,agilidade
agitable,agitável
agitate,1. agitar; amotinar; sacolejar; sacudir,2. acirrar; aguçar; atiçar; estimular; excitar; inflamar,3. abalar; estremecer
agitated,ansioso; inquieto; nervoso
agitation,1. agitação; alvoroço; balbúrdia; tumulto,2. excitação doentia
aglow,ardente
agnostic,1. agnóstico,2. agnosticista
ago,anteriormente; há tempo; atrás
agog,curioso
agonist,agonista
agonize,1. agonizar,2. atormentar; supliciar; torturar
agony,1. agonia; ânsia; passamento,2. aflição; angústia; transe
agoraphobia,agorafobia
agranulocytosis,agranulocitose
agree,concordar; estar de acordo; consentir; anuir; combinar
agreeable,agradável; ameno; aprazível; prazeroso
agreeably,agradavelmente; de maneira agradável
agreed,de acordo
agreement,1. acordo; afinação,2. ajuste; concordância; conformidade; convenção,3. consenso; consentimento
agribusiness,agronegócio
agricultural,agronômico
agriculture,agricultura; agronomia
agriculturist,agrônomo; engenheiro agrônomo
agrimony,agrimônia
agronomics,agronomia
agronomy,agronomia
ague,febre
ah,ah
aha,1. interjeição que exprime a constatação de algo esperado,2. ah-ah,3. ah
ahead,1. anteriormente; antes; em lugar anterior,2. adiante; avante; para frente
ahoy,eh; olá
ai,inteligência artificial
aid,tímido; timorato
aileron,válvula para dar movimento rotativo ao avião
ailment,doença
aim,1. alvo; objetivo; fim; ponto de mira,2. apontar; mirar; tender; terem vista; ter por fim; visar a,3. dar-se ao trabalho de; empenhar-se em; esforçar-se
aimless,inútil; vão
air,1. assunto; caso; causa; coisa; negócio; questão
air force,força aérea; aeronáutica
air letter,aerograma
air out,arejar; ventilar
airborne,transportado pelo ar
aircraft,avião
airdrome,aeródromo; aeroporto
airfield,aeródromo; aeroporto
airflow,corrente de ar; fluxo de ar
airplane,aeroplano; avião
airport,aeroporto
airship,aeronave
airway,via aérea
airy,aguado; falhado; ralo; raro
aka,também conhecido como
akin,aparentado
alabaster,1. alabastrino,2. alabastro
alacrity,1. avidez; cobiça,2. entusiasmo; furor; vida
alanine,alanina
alarm,1. alarmar; dar alarme,2. alarme,3. éctima,4. atordoar; bestificar; desconcertar,5. consternação; estupefação,6. horror; terror; pavor,7. amedrontar,8. despertador
alarmclock,despertador
alarming,alarmante
alas,infelizmente; lamentavelmente
alb,alva
albatross,albatroz
albeit,embora
albinism,albinismo
albino,albino
album,álbum
albumen,albúmen
albumin,albumina
albuminuria,albuminúria
alburnum,alburno
alchemist,alquimista
alchemy,alquimia
alcohol,1. álcool,2. bebida alcoólica
alcoholic,1. alcoólico,2. bêbado
alcoholism,alcoolismo
alcove,alcova
aldehyde,aldeído
alder,amieiro
aldosterone,aldosterona
ale,cerveja
alert,ágil; alerta; animado; bem disposto; vivo
alerted,alertado
alexandrine,alexandrino
alga,alga
algebra,álgebra
algebraic,algébrico
alginate,alginato
algorithm,algoritmo
alias,pseudônimo; apelido; nome falso
alibi,álibi
alien,1. alienígena; estrangeiro; estranho,2. abominável; repugnante; nauseante
alienable,alienável
alienate,alienar
alienation,alienação
alignment,alinhamento
alike,1. igualmente,2. semelhante; similar; parecido
aliment,1. alimento,2. alimentar
alimentary,alimentar
alimentation,alimentação
alimony,alimento
alive,vivo
alkali,álcali
alkaline,alcalino
alkaloid,alcalóide
alkalosis,alcalose
all,tudo; todas; todos
all about,em toda a parte; em todo o lugar
all of a sudden,de repente; subitamente
all of it,toda a quantidade; tudo
all over again,de novo; novamente; outra vez
all the,cada; cada um; toda a pessoa; todo
all the same,igualmente
all the time,continuamente; semcessar
allay,aliviar; tranquilizar; acalmar
allegation,alegação
allege,alegar
allegedly,o chamado
allegorical,alegórico
allegorically,alegoricamente
allegory,alegoria; parábola
allele,alelo
alleluia,aleluia
allergenic,alergênico
allergic,alérgico
allergy,alergia
alleviate,aliviar
alleviation,alívio
alley,beco
alliance,aliança
allied,aliado
alligator,caimão; crocodilo; jacaré
alliteration,aliteração
alloantigen,aloantígeno
allocate,1. alocar,2. partilhar
allocation,alocação
allot,lotear; repartir
allow,1. deixar; largar; permitir,2. aquiescer; consentir
allowable,admissível
allowance,permissão
allowed,permitido
alloy,liga
allude,aludir; fazer alusã oa; reportar-se
allusion,alusão
alluvion,aluvião
alluvium,aluvião
ally,realmente; verdadeiramente; na verdade; de fato
almanac,almanaque
almighty,onipotente
almond,amêndoa; mígala
almost,quase; por pouco; perto de
alms,esmola
almshouse,asilo
aloe,aloés; babosa
alone,isolado; só; sozinho; único
along,por; ao longo de
alongside,aoladode
aloud,em voz alta
alp,alpe
alpaca,alpaca
alpha,alfa
alphabet,alfabeto
alphabetical,alfabético
alphabetically,alfabeticamente; em ordem alfabética
alphabetize,colocar em ordem alfabética; ordenar
alphanumeric,alfanumérico
alpine,alpestre
already,já
also,ainda; idem; outrossim; também
also known as,também conhecido como
altar,altar
alter,modificar-se; mudar-se; transformar-se
alteration,alteração; mudança
altered,alterado
alternate,1. alternado; alternativa; alterno,2. alternar
alternated,alternado
alternately,alternadamente
alternating,alternado; alternativa; alterno
alternation,alternação
alternative,alternativa; intercorrência
alternatively,alternativamente
although,embora; se bem que; ainda que; conquanto; posto que
altitude,altitude
altogether,1. em suma; na sua generalidade; numa palavra,2. cada coisa; tudo
altough,embora; se bem que
altruism,altruísmo
altruist,altruísta; filantropo
altruistic,altruísta; filantrópico; humanitário
alum,alume; alúmen; pedra-ume
alum earth,alumina
alumina,alumina
aluminium,alumínio
aluminum,alumínio
alveolus,alvéolo
always,sempre; eternamente
am,Amsterdã
amalgamate,amalgamar
amaranthus,amaranto
amaryllis,amarílis
amass,acumular; amontoar; empilhar; juntar
amateur,amador; curioso; diletanto; não profissional
amaze,admirar; atordoar; estontear
amazement,admiração; adoração
amazing,adorável; incrível; estonteante; assombroso; surpreendente
amazingly,incrivelmente; surpreendentemente
ambassador,embaixador
ambassadress,embaixatriz
amber,âmbar-cinzento
ambidextrous,ambidestro
ambient,1. ambiente,2. circundante
ambiguity,ambigüidade
ambiguous,ambíguo
ambiguously,de forma ambígua
ambition,ambição; aspiração; pretensão
ambitious,ambicioso
ambitiously,ambiciosamente
ambivalence,ambivalência
ambrosia,ambrosia
ambulance,ambulância; hospital militar móvel
ambulate,deambular; andar
ambulatory,ambulatório
ambush,1. estar em uma emboscada,2. cilada; emboscada; tocaia
amen,amém
amendment,emenda
amenity,amenidade; qualidade do que é ameno
amenorrhea,amenorréia
americium,amerício
amethyst,ametista
amide,amido
amidst,entre; no meio de
aminoglycoside,aminoglicosídeo
aminotransferase,aminotransferase
amiodarone,amiodarona
ammo,munição
ammon,gamão
ammonia,amoníaco
ammonium,amônio
ammunition,munição; munição de guerra
amnesty,1. anistia; indulto geral,2. anistiar
amnionitis,amnionite
amniotic,amniótico
amoeba,ameba
amoebae,ameba
amok,enlouquecido; sem controle
among,entre; no meio de
amoral,amoral; sem moral
amoralism,amoralismo
amorality,amoralidade
amorally,amoralmente; de forma amoral
amorous,amoroso
amorously,amorosamente
amorphous,amórfico; amorfo
amortise,amortizar
amortizable,amortizável
amortization,amortização
amortize,amortecer; amortizar
amount,1. número,2. importância; quantia; soma
amperage,amperagem
ampere,ampère
amphetamine,anfetamina
amphibian,anfíbio
amphibious,anfíbio
amphitheater,anfiteatro
amphitheatre,anfiteatro
amphora,ânfora
amphoteric,anfotérico
ampicillin,ampicilina
ample,amplo; extenso
ampleness,amplitude
ampliation,ampliação
amplification,amplificação
amplify,amplificar
amplitude,amplitude
amputate,amputar
amputation,amputação
amuck,espécie de alienação com tendência à prática do homicídio
amulet,amuleto; figa; talismã; patuá
amuse,divertir; recrear
amusement,distração; divertimento; recreio
amusing,divertido; recreativo
amygdala,amígdala
amylase,amilase
amyloidosis,amiloidose
amyotrophic,amiotrófico
an,Adriano
anabolic,anabólico
anabolism,anabolismo
anachronic,anacrônico
anachronism,anacronismo
anachronous,anacrônico
anaconda,anaconda; sucuri
anaemia,anemia
anaemic,anêmico
anaerobe,anaeróbio
anaerobic,anaeróbico
anaerobically,anaerobicamente
anaesthesia,1. anestesiação,2. anestesia
anaesthesist,anestesista
anagram,anagrama
anal,anal; relativo ao ânus
analgesic,analgésico
analogic,analógico
analogical,analógico
analogically,analogicamente; de forma analógica
analogous,análogo
analogue,análogo
analogy,analogia; relação analógica; símile
analphabet,analfabeto
analyse,analisar; decompor
analysis,análise
analyst,analista
analytic,analítico
analytical,analítico
analytical chemist,analista
analytically,analiticamente; de forma analítica
analyze,analisar
analyzed,analisado
analyzer,analisador
anamnesis,anamnese
anapaest,anapesto
anaphylactic,anafilático
anaphylaxis,anafilaxia
anaplasia,anaplasia
anarchic,anárquico
anarchical,anárquico
anarchically,anarquicamente; de forma anárquica
anarchism,anarquismo
anarchist,1. anarquista,2. anárquico
anarchistic,anarquista
anarchy,anarquia
anastomose,anastomosar; unir por anastomose
anastomosis,anastomose
anathema,1. anátema,2. excomunhão
anatomic,anatomico
anatomical,anatômico
anatomically,anatomicamente
anatomist,anatomista
anatomy,anatomia
ancestor,ancestral
ancestral,1. ancestral,2. hereditário
anchor,1. âncora; ferro,2. estar ancorado no ancoradouro
anchorage,ancoradouro
anchorless,desancorado; sem âncora
anchovy,anchova; enchova; biquerão; bocaréu; manjuba
ancient,antigo; velho; vetusto
and,e
and so on,e assim por diante; etcetera
androgen,andrógeno
androgenesis,androgênese
androgenetic,androgenético
androgenic,androgênico
android,andróide
androstenedione,androstenediona
anecdotal,anedótico
anecdote,piada; anedota; historieta
anemia,anemia
anemic,anêmico
anemone,anemona; anêmona
anencephalic,anencefálico
anencephaly,anencefalia
aneroid,aneróide
anesthesia,anestesia
anesthetic,anestésico
aneuploid,aneuplóide
